tld,url,2008,2016,2020,depth,fromedgi
nih.gov,http://www.niehs.nih.gov/health/scied/teachers/index.cfm,20080509074015,20160104180744,20200108194035,deep,TRUE
nih.gov,http://www.niehs.nih.gov/health/topics/agents/endocrine/index.cfm,20080509085538,20160104181628,20200101042536,deep,TRUE
nih.gov,http://www.niehs.nih.gov/health/topics/index.cfm,20080916070448,20160104175244,20200101042622,high,TRUE
nih.gov,http://www.niehs.nih.gov:80/index.cfm,20080511210628,20160104175229,20200101005936,high,TRUE
nih.gov,http://www.niehs.nih.gov/news/index.cfm,20080509163442,20160104180338,20200101042806,high,TRUE
nih.gov,http://www.niehs.nih.gov/research/atniehs/labs/ln/index.cfm,20080513122811,20160104182047,20200108231422,deep,TRUE
nih.gov,http://www.niehs.nih.gov/research/index.cfm,20080509170746,20160104175252,20200101042543,high,TRUE
nih.gov,http://www.niehs.nih.gov/research/supported/index.cfm,20080509163123,20160104175314,20200101042306,high,TRUE
noaa.gov,http://www.nodc.noaa.gov:80/SatelliteData/Animations/,20080117202607,20160609171754,20200219110159,high,TRUE
noaa.gov,http://www.nodc.noaa.gov:80/SatelliteData/Climatologies/,20080212065918,20160609160502,20200219110202,high,TRUE
noaa.gov,http://www.nodc.noaa.gov:80/SatelliteData/Cortad/,20080228011114,20160609164212,20200120154731,high,TRUE
noaa.gov,http://www.nodc.noaa.gov:80/SatelliteData/ghrsst/,20080409090810,20160130002642,20200101042147,high,TRUE
noaa.gov,http://www.nodc.noaa.gov:80/SatelliteData/pathfinder4km/,20080124141723,20160119150325,20200219110157,high,TRUE
nps.gov,http://www.nps.gov:80/history/index.htm,20080124093818,20160422192244,20200102073621,high,TRUE
nps.gov,http://www.nps.gov:80/index.htm,20080105004901,20160101074103,20200101074916,high,TRUE
nps.gov,http://www.nps.gov:80/nature/index.htm,20080116164423,20160422192245,20200102104341,high,TRUE
osha.gov,http://www.osha.gov:80/,20080105042515,20160101070637,20200101034604,high,TRUE
osha.gov,http://www.osha.gov:80/about.html,20080114060424,20160118081813,20200101034652,high,TRUE
osha.gov,http://www.osha.gov:80/as/opa/worker/employer-responsibility.html,20080224013514,20160304211013,20200101034747,deep,TRUE
osha.gov,http://www.osha.gov:80/as/opa/worker/liaisons.html,20080509200246,20160420202338,20200101034920,deep,TRUE
osha.gov,http://www.osha.gov:80/briefing.html,20080105042802,20160315192343,20200101034710,high,TRUE
osha.gov,http://www.osha.gov:80/dcsp/compliance_assistance/cas.html,20080229211942,20160318191645,20200101034619,high,TRUE
osha.gov,http://www.osha.gov:80/dcsp/compliance_assistance/index_hispanic.html,20080105042818,20160307160149,20200402055529,high,TRUE
osha.gov,http://www.osha.gov:80/dcsp/compliance_assistance/index_programs.html,20080108094541,20160307151027,20200101034752,high,TRUE
osha.gov,http://www.osha.gov:80/dcsp/compliance_assistance/quickstarts/index.html,20080114060506,20160124155222,20200528155829,deep,TRUE
osha.gov,http://www.osha.gov:80/dcsp/compliance_assistance/sampleprograms.html,20080118150849,20160127201330,20200616031549,high,TRUE
osha.gov,http://www.osha.gov/dcsp/products/topics/businesscase/index.html,20080229112047,20160318025952,20200101035242,deep,TRUE
osha.gov,http://www.osha.gov:80/dep/ffshc/index.html,20080221231352,20160318070746,20200101035253,high,TRUE
osha.gov,http://www.osha.gov:80/doc/index.html,20080224013712,20160202061614,20200101034654,high,TRUE
osha.gov,http://www.osha.gov:80/dsg/combustibledust/index.html,20080309100419,20160207152038,20200101035210,high,TRUE
osha.gov,http://www.osha.gov:80/dsg/combustibledust/otherresources.html,20080427010702,20160414061822,20200101035413,high,TRUE
osha.gov,http://www.osha.gov:80/dsg/combustibledust/standards.html,20080427222115,20160414044040,20200101035408,high,TRUE
osha.gov,http://www.osha.gov:80/dts/maritime/index.html,20080114063625,20160318131028,20200101034609,high,TRUE
osha.gov,http://www.osha.gov:80/dts/osta/anestheticgases/index.html,20080105112828,20160105174513,20200101035137,deep,TRUE
osha.gov,http://www.osha.gov/dts/osta/bestpractices/html/hospital_firstreceivers.html,20080224041235,20160324031718,20200101035046,deep,TRUE
osha.gov,http://www.osha.gov:80/dts/osta/oshasoft/,20080223140701,20160410054202,20200101175847,deep,TRUE
osha.gov,http://osha.gov:80/dts/osta/oshasoft/index.html,20080105042846,20160127000737,20200101034656,deep,TRUE
osha.gov,http://www.osha.gov/dts/shib/shib073105.html,20080224043610,20160120040852,20200101035514,high,TRUE
osha.gov,http://osha.gov:80/dts/sltc/methods/index.html,20080103040629,20160306000757,20200101035217,deep,TRUE
osha.gov,http://www.osha.gov:80/dts/sltc/methods/validated/id120/id120.html,20080305221532,20160106201018,20200101035213,deep,TRUE
osha.gov,http://osha.gov:80/help/query_help.html,20080114064112,20160315155231,20200101040230,high,TRUE
osha.gov,http://osha.gov:80/html/a-z-index.html,20080102014452,20160212071508,20200101034637,high,TRUE
osha.gov,http://www.osha.gov:80/html/Feed_Back.html,20080103040740,20160304194623,20200101034622,high,TRUE
osha.gov,http://www.osha.gov:80/html/RAmap.html,20080223192244,20160210204742,20200101034757,high,TRUE
osha.gov,http://www.osha.gov:80/index.html,20080114052629,20160105195826,20200101034921,high,TRUE
osha.gov,http://www.osha.gov:80/oshstats/est1def.html,20080224023359,20160320185750,20200101035623,high,TRUE
osha.gov,http://www.osha.gov:80/oshstats/index.html,20080224020815,20160127000939,20200101034631,high,TRUE
osha.gov,http://www.osha.gov:80/oshstats/naics-manual.html,20080224030949,20160318131044,20200101035618,high,TRUE
osha.gov,http://www.osha.gov:80/oshstats/work.html,20080114060935,20160207221850,20200101034856,high,TRUE
osha.gov,http://osha.gov:80/pls/errorpages/errorreport.html,20080224033541,20160402191537,20200101034848,high,TRUE
osha.gov,http://www.osha.gov:80/pls/imis/accidentsearch.html,20080705101758,20160321005951,20200101035614,high,TRUE
osha.gov,http://www.osha.gov:80/pls/imis/citedstandard.html,20080517123711,20160214064330,20200101034851,high,TRUE
osha.gov,http://www.osha.gov:80/pls/imis/industry.html,20080821135129,20160320184028,20200101034906,high,TRUE
osha.gov,http://www.osha.gov:80/pls/imis/industryprofile.html,20080517123722,20160320200734,20200101035622,high,TRUE
osha.gov,http://www.osha.gov:80/pls/imis/InspectionNr.html,20080820043723,20160320184841,20200101034705,high,TRUE
osha.gov,http://www.osha.gov:80/Publications/ethylene_oxide.html,20080905112914,20160324025228,20200101035054,high,TRUE
osha.gov,http://www.osha.gov:80/Publications/fedposter.html,20080224022216,20160318031951,20200101034814,high,TRUE
osha.gov,http://www.osha.gov:80/Publications/3258-08N-2006-English.html,20080224020901,20160324015503,20200101035102,high,TRUE
osha.gov,http://www.osha.gov:80/Publications/poster.html,20080224031123,20160129110803,20200101034605,high,TRUE
osha.gov,http://www.osha.gov:80/recordkeeping/index.html,20080105042945,20160127000940,20200101034638,high,TRUE
osha.gov,http://www.osha.gov:80/recordkeeping/RKforms.html,20080114061012,20160209151922,20200330160134,high,TRUE
osha.gov,http://www.osha.gov:80/rss/index.html,20080405171443,20160315155255,20200101034733,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/arsenic/index.html,20080114061050,20160304113620,20200101035233,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/arsenic/standards.html,20080114061055,20160429100649,20200101035459,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/batterymanufacturing/index.html,20080311215110,20160318130925,20200101035240,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/beryllium/index.html,20080114043312,20160318125410,20200511222812,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/controlhazardousenergy/index.html,20080224042749,20160126054303,20200101034933,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/dentistry/index.html,20080224012759,20160210130637,20200101034734,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/disclaimer.html,20080117162052,20160402065552,20200101035404,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/drycleaning/index.html,20080114043323,20160318030039,20200101035232,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/electrical/index.html,20080101151238,20160124001721,20200101034923,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/elfradiation/index.html,20080229072917,20160123041720,20200101035302,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/emergencypreparedness/guides/chemical.html,20080107113734,20160507055712,20200101035309,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/emergencypreparedness/guides/cold.html,20080224032619,20160420202212,20200101035254,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/emergencypreparedness/guides/earthquakes.html,20080226102146,20160318130913,20200101035250,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/emergencypreparedness/guides/structural.html,20080226102151,20160526202302,20200101035244,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/emergencypreparedness/index.html,20080114044814,20160202044353,20200101035134,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/ergonomics/,20080126101648,20160106132901,20200324042434,high,TRUE
osha.gov,http://osha.gov:80/SLTC/ethyleneoxide/index.html,20080103034147,20160318033033,20200101035122,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction/credits.html,20080102085625,20160429093558,20200101035559,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction/index.html,20080224033831,20160318125026,20200101035252,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/bibliography.html,20080102044651,20160429141943,20200101035439,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/credits.html,20080102044656,20160429182900,20200101035441,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/electrical_incidents/mainpage.html,20080224040356,20160430064607,20200101035446,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/falls/mainpage.html,20080224030031,20160513110902,20200101035430,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/glossary.html,20080103035522,20160429162732,20200101035444,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/index.html,20080223191144,20160318131029,20200101035208,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/safetyhealthprogram.html,20080224033846,20160513111031,20200101035442,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/struckby/mainpage.html,20080224031312,20160430064539,20200101035427,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/trenching/mainpage.html,20080224024719,20160507121123,20200101035434,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction_sp/userguide.html,20080102044701,20160429222321,20200101035428,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction/trenching/mainpage.html,20080101151253,20160422194846,20200101035548,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/construction/userguide.html,20080102085631,20160506054337,20200101035525,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/evacuation/index.html,20080224033921,20160101090902,20200101035231,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/hospital/hazards/glutaraldehyde/glut.html,20080126101250,20160122054124,20200101035135,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/hospital/hazards/hazards.html,20080224015850,20160325034114,20200101035131,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/abandoning_well/abandoning.html,20080101151324,20160329203408,20200407001654,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/credits.html,20080226011311,20160329221814,20200628204110,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/drilling/drilling_ahead.html,20080101151339,20160329221802,20200615083153,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/drilling/drilling.html,20080101151334,20160305134811,20200101035357,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/drilling/rigging_up.html,20080114043800,20160329202056,20200101035349,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/drilling/trippingout_in.html,20080101151354,20160329202310,20200618093259,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/general_safety/general_safety.html,20080224023753,20160329221818,20200613050038,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/general_safety/hot_work_welding.html,20080224023759,20160305142441,20200101035400,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/general_safety/h2s_monitoring.html,20080103035533,20160329202111,20200101035355,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/general_safety/safety_and_health.html,20080203132858,20160329202341,20200101035347,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/illustrated_glossary.html,20080114061703,20160220125243,20200101035402,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/index.html,20080105042636,20160319012024,20200101034944,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/job_safety_analysis_process.html,20080101151412,20160329221743,20200101035352,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/servicing/general_servicing.html,20080101151418,20160329021936,20200618093257,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/servicing/servicing.html,20080103063508,20160329215917,20200101035359,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/servicing/special_services.html,20080101151423,20160329221735,20200615031247,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/servicing/transport_rig_rigup.html,20080101151435,20160330025753,20200101035343,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/servicing/workover.html,20080114043837,20160329022011,20200101035353,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/sitemap.html,20080114061718,20160329015712,20200101035358,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/oilandgas/well_completion/well_completion.html,20080114045037,20160329202030,20200101035344,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/etools/sawmills/index.html,20080224022654,20160318052358,20200101035236,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/fallprotection/index.html,20080107114008,20160122205942,20200101034922,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/firesafety/index.html,20080224020034,20160119181225,20200101035600,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/formaldehyde/index.html,20080105162925,20160304113501,20200101035049,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/hazardousdrugs/index.html,20080311220254,20160318131000,20200101035047,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/hazardouswaste/index.html,20080114044109,20160208032428,20200420072931,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/healthcarefacilities/index.html,20080224043100,20160109081447,20200101034606,high,TRUE
osha.gov,http://www.osha.gov/SLTC/healthcarefacilities/standards.html,20080114054309,20160418224849,20200101034737,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/hexavalentchromium/index.html,20080101151511,20160112132927,20200511233758,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/index.html,20080105042711,20160305132450,20200101034650,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/isocyanates/index.html,20080229112013,20160318124936,20200101035214,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/laboratories/index.html,20080224031652,20160318193349,20200101034742,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/laserelectrosurgeryplume/index.html,20080229072937,20160318031852,20200101035133,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/laserhazards/index.html,20080229072942,20160307150922,20200101035127,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/latexallergy/index.html,20080229073015,20160126100412,20200101035119,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/lead/index.html,20080224013239,20160108045104,20200407160331,high,TRUE
osha.gov,http://osha.gov:80/SLTC/machineguarding/index.html,20080224031657,20160125112048,20200101034927,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/medicalsurveillance/index.html,20080224034210,20160304113650,20200511235859,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/mercury/index.html,20080119171947,20160318131432,20200511235942,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/metalsheavy/index.html,20080105162931,20160121190457,20200511233731,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/new_archive.html,20080224020131,20160309180539,20200101034952,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/noisehearingconservation/index.html,20080101151536,20160208082337,20200101035245,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/nursinghome/index.html,20080114044207,20160318032816,20200101034740,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/oilgaswelldrilling/index.html,20080224015040,20160318130847,20200101034626,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/personalprotectiveequipment/,20080224035439,20160121174054,20200101175941,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/personalprotectiveequipment/index.html,20080224030333,20160123050403,20200101034914,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/poultryprocessing/index.html,20080225071708,20160318130724,20200101034727,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/poweredindustrialtrucks/,20080224035444,20160125162806,20200511232205,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/poweredindustrialtrucks/index.html,20080224043201,20160123084248,20200101034924,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/printing_industry/index.html,20080224033029,20160318045802,20200101035218,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/ProcessSafetyManagement/index.html,20080101151602,20160119133819,20200101040006,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/pyrotechnic/index.html,20080224102734,20160318130946,20200101035238,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/radiationionizing/index.html,20080114060333,20160318064318,20200101035305,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/reactivechemicals/index.html,20080224030358,20160318051955,20200101035303,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/respiratoryprotection/index.html,20080224020223,20160127085101,20200101034938,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/ricin/index.html,20080229112034,20160315113603,20200101035304,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/scaffolding/index.html,20080224025210,20160210023753,20200101034928,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/semiconductors/index.html,20080207084611,20160318045828,20200101035256,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/shipbuildingrepair/index.html,20080224042137,20160318070638,20200101035246,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/text_index.html,20080224043226,20160309182158,20200101034956,high,TRUE
osha.gov,http://osha.gov:80/SLTC/tuberculosis/index.html,20080106175515,20160318070813,20200101035234,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/usersguide/view_print.html,20080224035623,20160427205225,20200101035454,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/ventilation/index.html,20080224043241,20160318064303,20200101035954,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/wasteanestheticgases/index.html,20080229073026,20160318025946,20200101035053,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/workplaceviolence/,20080224043246,20160108093142,20200101034717,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/workplaceviolence/index.html,20080224015130,20160123045145,20200101035140,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/workplaceviolence/otherresources.html,20080224034341,20160208105249,20200101035158,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/workplaceviolence/recognition.html,20080224030438,20160401063651,20200101035139,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/workplaceviolence/standards.html,20080224043252,20160331200558,20200101035150,high,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/confinedspaces.html,20080105162936,20160507061558,20200101035507,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/credits.html,20080221230945,20160513231437,20200101035512,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/electrocution.html,20080105162941,20160507061043,20200101035504,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/falls.html,20080105162946,20160506114301,20200101035508,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/machinery.html,20080105042742,20160429141309,20200101035502,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/organicdust.html,20080105162956,20160430064535,20200101035502,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/other.html,20080105163001,20160513231652,20200101035511,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/quiz.html,20080811005819,20160507122042,20200101035510,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/tractors.html,20080105042747,20160513231234,20200101035505,deep,TRUE
osha.gov,http://www.osha.gov:80/SLTC/youth/agriculture/workers.html,20080105163011,20160513110330,20200101035509,deep,TRUE
osha.gov,http://www.osha.gov:80/whatsnew.html,20080114064624,20160305195853,20200101034812,high,TRUE
noaa.gov,http://www.star.nesdis.noaa.gov:80/smcd/spb/aq/index.php?,20080312193929,20160203132207,20200101091228,deep,FALSE
noaa.gov,http://www.star.nesdis.noaa.gov:80/star/index.php,20080302010242,20160108100009,20200101031745,high,TRUE
usgs.gov,http://www.usgs.gov:80/,20080101100540,20160101002612,20200101042721,high,TRUE
usgs.gov,http://www.usgs.gov:80/faq/,20080117233855,20160102072610,20200101050421,high,TRUE
usgs.gov,http://www.usgs.gov:80/science,20080110050352,20160118215605,20200101042957,high,TRUE
whitehouse.gov,http://www3.whitehouse.gov:80/,20080108234609,20160101001400,20200101034743,high,TRUE
whitehouse.gov,http://www.whitehouse.gov:80/contact/,20080109014827,20160104164016,20200101040303,high,TRUE
whitehouse.gov,http://www.whitehouse.gov:80/OMB,20080109010757,20160101044634,20200101040249,high,TRUE
epa.gov,http://yosemite.epa.gov:80/,20080410071922,20160314014433,20200101034601,high,TRUE
epa.gov,http://yosemite.epa.gov:80/sab/sabpeople.nsf/WebCommittees/CASAC,20080422014458,20160131212503,20200102034115,deep,TRUE
epa.gov,http://yosemite.epa.gov:80/sab/sabpeople.nsf/WebCommittees/COUNCIL,20080422014503,20160101232717,20200102034207,deep,TRUE
noaa.gov,http://tgftp.nws.noaa.gov:80/,20081120065849,20160418045018,20200217112801,high,TRUE
noaa.gov,http://uas.noaa.gov/,20080206093725,20160125100438,20200313070827,high,TRUE
nih.gov,http://videocast.nih.gov:80/sla/NARA/dsh/index.html,20080509172630,20160201094333,20200603171401,deep,FALSE
usgs.gov,http://water.usgs.gov:80/nawqa/sparrow/chesbay/ches.html,20080302075140,20160706214606,20200815114029,deep,FALSE
usgs.gov,http://water.usgs.gov:80/nawqa/sparrow/intro/pubs.html,20080302075205,20160606183128,20201020155509,deep,FALSE
usgs.gov,http://water.usgs.gov:80/nawqa/sparrow/nature/nature.html,20080114062900,20160707021951,20200311014248,deep,FALSE
noaa.gov,http://wdssii.nssl.noaa.gov/web/wdss2/products/radar/index.shtml,20080410110636,20160126152331,20200923162357,deep,TRUE
hhs.gov,http://www.acf.hhs.gov:80/,20080103004643,20160101180538,20200101040631,high,FALSE
noaa.gov,http://www.aoml.noaa.gov:80/,20080206183835,20160114152218,20200110193953,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/envids/gld/dirkrig/parttrk_spatial_temporal.php,20080513141017,20160123210958,20200314023208,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov/envids/gld/dir/spatial_temporal.php,20080513140803,20160123193916,20200314023203,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov/envids/gld/FtpInterpolatedInstructions.php,20080513135031,20160123190053,20201016155723,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/envids/gld/FtpMetadataInstructions.php,20080513135900,20160421170827,20201016155607,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/envids/gld/krig/parttrk_id_temporal.php,20080513140717,20160305043101,20200314023206,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/hrd/data_sub/hurr.html,20080122021038,20160120212421,20200101153208,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/altimetry/cvar/agu/index.php,20080505224521,20160313200920,20200129015722,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/altimetry/cvar/fl/index.php,20080505064949,20160106163433,20200129015719,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/altimetry/cvar/yuc/index.php,20080505225118,20160313072830,20200129015717,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/phod/argo/index.php,20080210013055,20160325035451,20200129015606,high,TRUE
noaa.gov,http://aoml.noaa.gov:80/phod/cyclone/data/,20080201212659,20160215083012,20200129015339,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/phod/dataphod/work/trinanes/INTERFACE/index.html,20080511181527,20160111042555,20200120031238,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/phod/floridacurrent/index.php,20080920122920,20160204213553,20200129015658,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/mocha/index.php,20081017022305,20160111050226,20200923162637,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/pne/index.php,20080920125403,20160314044141,20200129015705,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/sardac/index.php,20080222044102,20160319011428,20200923163019,high,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/phod/soto/data.php,20080920124722,20160206231724,20200129015712,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/soto/mht/ax18/report.php,20081017035829,20160110104531,20200129015318,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/phod/trinanes/SEAS/,20080220001041,20160416180756,20200923162847,deep,TRUE
noaa.gov,http://www.aoml.noaa.gov:80/phod/tsg/index.php,20080219235410,20160402013453,20200129015702,high,TRUE
noaa.gov,http://www.aoml.noaa.gov/phod/wbts/data.php,20080924191414,20160111011824,20200129015700,high,TRUE
usda.gov,http://www.ascr.usda.gov/,20080113053059,20160101131340,20200101175510,high,FALSE
cdc.gov,http://www.atsdr.cdc.gov:80/es/HEC/CSEM/es_csem.html,20080224160505,20160131221906,20200420151900,deep,FALSE
cdc.gov,http://www.atsdr.cdc.gov:80/es/HEC/riskprimer/es_index.html,20080224160510,20160304105428,20201004084048,deep,FALSE
cdc.gov,http://www.atsdr.cdc.gov:80/HAC/landfill/html/intro.html,20080204075321,20160310182212,20201019020515,deep,FALSE
cdc.gov,http://www.atsdr.cdc.gov:80/hac/PHA/index.asp,20080224035621,20160103154632,20200111092837,high,TRUE
cdc.gov,http://www.atsdr.cdc.gov:80/HEC/CSEM/iodine/index.html,20080214182815,20160303173613,20200809065502,deep,FALSE
cdc.gov,http://www.atsdr.cdc.gov:80/HS/HSEES/,20080224161423,20160127040949,20200125195804,high,FALSE
cdc.gov,http://www.atsdr.cdc.gov:80/training/public-health-assessment-overview/html,20080208130917,20160510150525,20200918163557,high,FALSE
blm.gov,http://www.blm.gov/emergency/,20080513070331,20160119160621,20200929071842,high,FALSE
blm.gov,http://www.blm.gov:80/emergency/coop_planning.html,20080724042509,20160930064909,20200930100527,high,FALSE
blm.gov,http://www.blm.gov:80/wo/st/en/national_page/Notices_used_in_Footer.html,20080117173835,20160121210508,20201118105444,deep,FALSE
blm.gov,http://www.blm.gov:80/wo/st/en/national_page/Privacy_Statement_for_Footer.html,20080127012548,20160303074814,20201120185950,deep,FALSE
cdc.gov,http://www.cdc.gov:80/,20080102175501,20160101034413,20200101040804,high,TRUE
cdc.gov,http://www.cdc.gov:80/about/default.htm,20080224182048,20160101145514,20200101042102,high,TRUE
