tld,url,2008,2016,2020,depth,fromedgi
epa.gov,http://www.epa.gov:80/visibility,20081021050049,20160229160041,20200101035114,high,TRUE
epa.gov,http://www.epa.gov:80/wetlands,20080724045410,20160106052557,20200101035907,high,TRUE
noaa.gov,http://www.esrl.noaa.gov/gsd/,20080205084500,20160205051004,20200115012439,high,TRUE
federalregister.gov,http://federalregister.gov:80/,20080420062735,20160104141947,20200101090137,high,TRUE
ferc.gov,http://www.ferc.gov:80/,20080107133204,20160103060903,20200101053112,high,TRUE
ferc.gov,http://www.ferc.gov:80/about/about.asp,20080101112812,20160125015937,20200117152827,high,TRUE
ferc.gov,http://www.ferc.gov:80/about/com-mem.asp,20080201081448,20160101151131,20200117150337,high,TRUE
ferc.gov,http://www.ferc.gov:80/about/ferc-does.asp,20080301132746,20160113230506,20200117150412,high,TRUE
ferc.gov,http://www.ferc.gov:80/about/offices.asp,20080301132751,20160101222430,20200117145753,high,TRUE
ferc.gov,http://www.ferc.gov:80/about/strat-docs.asp,20080115213014,20160113121948,20200117150354,high,TRUE
ferc.gov,http://www.ferc.gov:80/accessibility.asp,20080119171455,20160314103309,20200117150844,high,TRUE
ferc.gov,http://www.ferc.gov:80/careers/careers.asp,20080123072859,20160119142547,20200117151300,high,TRUE
ferc.gov,http://www.ferc.gov:80/careers/college-rec.asp,20080301132801,20160118103055,20200117150254,high,TRUE
ferc.gov,http://www.ferc.gov:80/careers/college-rec/car-opp/analysts.asp,20080129170256,20160416154000,20200117161127,deep,TRUE
ferc.gov,http://ferc.gov/careers/college-rec/car-opp.asp,20080129170246,20160101220828,20200117161131,high,TRUE
ferc.gov,http://www.ferc.gov:80/careers/college-rec/car-opp/attorney.asp,20080129170301,20160119215312,20200117161151,deep,TRUE
ferc.gov,http://www.ferc.gov:80/careers/college-rec/car-opp/economist.asp,20080129170306,20160207052835,20200117161155,deep,TRUE
ferc.gov,http://www.ferc.gov:80/careers/college-rec/car-opp/engineers.asp,20080129170311,20160101215031,20200117161143,deep,TRUE
ferc.gov,http://www.ferc.gov:80/careers/college-rec/car-opp/envir-sp.asp,20080129170316,20160416152005,20200117161120,deep,TRUE
ferc.gov,http://ferc.gov/careers/college-rec/featured-staff.asp,20080129170331,20160416153914,20200117161149,high,TRUE
ferc.gov,http://ferc.gov/careers/college-rec/featured-staff/att-advisor.asp,20080129170348,20160119205340,20200117161059,deep,TRUE
ferc.gov,http://ferc.gov/careers/college-rec/featured-staff/economist.asp,20080129170354,20160119215319,20200117161152,deep,TRUE
ferc.gov,http://ferc.gov/careers/college-rec/featured-staff/engineers.asp,20080129170359,20160119205348,20200117161055,deep,TRUE
ferc.gov,http://ferc.gov/careers/college-rec/featured-staff/envir-sp.asp,20080129170404,20160119212602,20200117161111,deep,TRUE
ferc.gov,http://ferc.gov:80/careers/college-rec/rec-events.asp,20080129170409,20160101222407,20200117161132,high,TRUE
ferc.gov,http://ferc.gov:80/careers/college-rec/rec-events/past-event.asp,20080129170414,20160416115321,20200117161140,deep,TRUE
ferc.gov,http://www.ferc.gov:80/careers/diversity.asp,20080301132806,20160125191402,20200117145705,high,TRUE
ferc.gov,http://www.ferc.gov:80/careers/job-search.asp,20080301132811,20160113122557,20200103060642,high,TRUE
ferc.gov,http://www.ferc.gov/careers/student-rel.asp,20080301132816,20160314104709,20200117152754,high,TRUE
ferc.gov,http://ferc.gov/careers/student-rel/intern.asp,20080124033353,20160129105948,20200117161200,high,TRUE
ferc.gov,http://ferc.gov/careers/student-rel/past_interns.asp,20080129170424,20160129105825,20200117161103,high,TRUE
ferc.gov,http://www.ferc.gov:80/careers/student-rel/stars.asp,20080129170430,20160121220527,20200117161115,high,TRUE
ferc.gov,http://www.ferc.gov/careers/why-ferc.asp,20080301132821,20160121032807,20200117150311,high,TRUE
ferc.gov,http://ferc.gov/careers/why-ferc/benefits.asp,20080129170435,20160121033420,20200117161146,high,TRUE
ferc.gov,http://ferc.gov/careers/why-ferc/perks.asp,20080129170440,20160121032652,20200117161134,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/build-access.asp,20080301132841,20160129110129,20200117151503,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/compliance-help-desk.asp,20080618053700,20160204060346,20200117145723,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/contact-us.asp,20080301132846,20160119142558,20200117152458,high,TRUE
ferc.gov,http://www.ferc.gov/contact-us/directions.asp,20080301132851,20160120153652,20200110094412,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/intl-del-req.asp,20080511133215,20160218035204,20200101053353,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/speak-req.asp,20080301132906,20160314105442,20200101053451,high,TRUE
ferc.gov,http://www.ferc.gov/contact-us/tel-num.asp,20080430134523,20160108113708,20200117151724,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/tel-num/key-contacts.asp,20080207194344,20160108115312,20200109091656,high,TRUE
ferc.gov,http://www.ferc.gov:80/contact-us/tel-num/regional.asp,20080602024728,20160416100948,20200117152948,high,TRUE
ferc.gov,http://ferc.gov:80/contact-us/tel-num/regional/atlanta.asp,20080520015300,20160208122701,20200116143232,deep,TRUE
ferc.gov,http://ferc.gov:80/contact-us/tel-num/regional/chicago.asp,20080520015305,20160208122511,20200116143149,deep,TRUE
ferc.gov,http://ferc.gov:80/contact-us/tel-num/regional/newyork.asp,20080325001235,20160416091252,20200116143237,deep,TRUE
ferc.gov,http://ferc.gov:80/contact-us/tel-num/regional/portland.asp,20080520015315,20160208122520,20200116143142,deep,TRUE
ferc.gov,http://ferc.gov:80/contact-us/tel-num/regional/sanfran.asp,20080520015320,20160208122527,20200116143254,deep,TRUE
ferc.gov,http://www.ferc.gov:80/coop.asp,20080112195452,20160314103331,20200117152813,high,TRUE
ferc.gov,http://www.ferc.gov:80/default.asp,20080115043943,20160109195352,20200101053525,high,TRUE
ferc.gov,http://www.ferc.gov:80/disclaimers.asp,20080301132911,20160215005257,20200117151323,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/corp-off.asp,20080229004415,20160108115504,20200117152632,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/corp-off/electric.asp,20080105002643,20160318151238,20200103061602,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/corp-off/gas.asp,20080105002655,20160219125517,20200117155548,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/corp-off/hydro.asp,20080105002707,20160220015952,20200103061615,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/corp-off/oil.asp,20080105002712,20160318153145,20200110095312,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/2007/apr.asp,20080311085922,20160525023828,20200103062635,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/archives.asp,20080311085959,20160318151233,20200103061559,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not.asp,20080117171807,20160119142603,20200101053445,high,TRUE
ferc.gov,http://ferc.gov:80/docs-filing/dec-not/2005/dec.asp,20080311090459,20160525041636,20200103062516,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/2008/jan.asp,20080311090625,20160524160058,20200103062526,deep,TRUE
ferc.gov,http://www.ferc.gov/docs-filing/dec-not/2006/jul.asp,20080311085848,20160524160125,20200103062537,deep,TRUE
ferc.gov,http://ferc.gov/docs-filing/dec-not/2008/jun.asp,20080916071426,20160524142305,20200103062540,deep,TRUE
ferc.gov,http://ferc.gov/docs-filing/dec-not/2008/mar.asp,20080916072344,20160524202619,20200103062508,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/2007/may.asp,20080311085949,20160525080743,20200103062528,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/2007/nov.asp,20080311085954,20160525041700,20200103062538,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/2007/oct.asp,20080311090610,20160524220544,20200103062544,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/dec-not/2007/sep.asp,20080311090615,20160525023855,20200103062507,deep,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/docs-filing.asp,20080430132739,20160106063557,20200101053352,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/efiling.asp,20080207194428,20160103051659,20200101053149,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eLibrary/accessibility-tips.asp,20080105192316,20160318134245,20200117155651,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/elibrary.asp,20080119133253,20160113122603,20200105071238,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eLibrary/key-features.asp,20080105191351,20160131072342,20200117155527,high,TRUE
ferc.gov,http://ferc.gov:80/docs-filing/elibrary/quick-help.asp,20080105192326,20160319064834,20200225191111,high,TRUE
ferc.gov,http://ferc.gov:80/docs-filing/elibrary/stand-desc.asp,20080105192334,20160318150445,20200117155620,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eLibrary/tips.asp,20080105191417,20160103062222,20200117155644,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eLibrary/what-is.asp,20080103192427,20160131072354,20200117155705,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eqr.asp,20080201081453,20160101221426,20200101053320,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eqr/com-order.asp,20080202192047,20160318153135,20200115135148,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/eregistration.asp,20080201080044,20160114164057,20200117150743,high,TRUE
ferc.gov,http://ferc.gov:80/docs-filing/eservice.asp,20080229004426,20160113071136,20200117145856,high,TRUE
ferc.gov,http://ferc.gov:80/docs-filing/esubscription.asp,20080229004431,20160121032537,20200117151626,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/etariff.asp,20080229004436,20160125020340,20200117152824,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/fee-sched.asp,20080209021242,20160314103207,20200117151023,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/ferconline.asp,20080207185109,20160114113036,20200105071023,high,TRUE
ferc.gov,http://www.ferc.gov:80/docs-filing/not-form.asp,20080229004446,20160108114759,20200117151052,high,TRUE
ferc.gov,http://www.ferc.gov:80/email_script/emailForm.aspx,20080125070038,20160202165612,20200101053539,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/audits.asp,20080518202419,20160130185607,20200117150641,high,TRUE
ferc.gov,http://ferc.gov/enforcement/audits/conducted.asp,20080916042419,20160131135422,20200117150649,high,TRUE
ferc.gov,http://ferc.gov/enforcement/audits/outcomes.asp,20080916042547,20160416123443,20200117151735,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/civil-penalties.asp,20080518202424,20160115102758,20200117150009,high,TRUE
ferc.gov,http://ferc.gov/enforcement/civil-penalties/civil-penalty-action.asp,20080916042502,20160114164106,20200114124311,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/enforcement.asp,20080518202434,20160118103101,20200117151233,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/investigations.asp,20080518202439,20160123144107,20200117151315,high,TRUE
ferc.gov,http://ferc.gov/enforcement/investigations/before-invest.asp,20080916042617,20160416153808,20200117150937,high,TRUE
ferc.gov,http://ferc.gov/enforcement/investigations/process.asp,20080916042521,20160416041002,20200117151044,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/market-manipulation.asp,20080518202444,20160312063840,20200117150616,high,TRUE
ferc.gov,http://ferc.gov/enforcement/staff-guid/acct-interp.asp,20080916042635,20160131135448,20200117151552,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/staff-guid.asp,20080518202449,20160114092152,20200117150138,high,TRUE
ferc.gov,http://www.ferc.gov/enforcement/staff-guid/enforce-hot.asp,20080517001155,20160224211235,20200117152603,high,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/staff-guid/enforce-hot/hotline-form.asp,20080603022005,20160416105625,20200101053439,deep,TRUE
ferc.gov,http://www.ferc.gov:80/enforcement/staff-guid/no-action-letters.asp,20080612131502,20160114092114,20200117151226,high,TRUE
ferc.gov,http://www.ferc.gov:80/ethics.asp,20080301132921,20160218035222,20200117152059,high,TRUE
ferc.gov,http://ferc.gov:80/EventCalendar/EventsList.aspx?View=monthview,20080211194445,20160122184838,20200101053549,high,TRUE
ferc.gov,http://www.ferc.gov/industries/electric/annual-charges.asp,20080126172021,20160315231636,20200117161647,high,TRUE
ferc.gov,http://ferc.gov:80/industries/electric.asp,20080207194456,20160118111400,20200117152002,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/enviro.asp,20080126172026,20160313130320,20200117153916,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/gen-info.asp,20080205202807,20160130190229,20200117161333,high,TRUE
ferc.gov,http://ferc.gov:80/industries/electric/gen-info/mbr.asp,20080102143106,20160119142442,20200109092512,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/gen-info/mergers.asp,20080311090641,20160119142608,20200117154430,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/gen-info/qual-fac.asp,20080309002657,20160118111751,20200117154111,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/gen-info/rel-sites.asp,20080311090724,20160117191048,20200117161220,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act.asp,20080126172031,20160315170812,20200117154333,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/competition.asp,20080126174844,20160116165738,20200117153931,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/demand-response.asp,20080112195528,20160118103236,20200117161233,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/electric/indus-act/gi.asp,20080126174849,20160118102632,20200117161241,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/joint-boards.asp,20080126174854,20160215114231,20200117154252,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/electric/indus-act/oatt-reform.asp,20080105193157,20160126090654,20200117154343,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/reliability.asp,20080111222615,20160118111405,20200117154002,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/rto.asp,20080116182624,20160115230635,20200117154202,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/trans-invest.asp,20080126174859,20160118103252,20200117161511,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/indus-act/wec.asp,20080112190432,20160105122151,20200117161347,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/electric/safety.asp,20080117104144,20160315073201,20200117153955,high,TRUE
ferc.gov,http://www.ferc.gov/industries/gas/annual-charges.asp,20080202192107,20160126090704,20200117154337,high,TRUE
ferc.gov,http://ferc.gov:80/industries/gas.asp,20080201081509,20160126090515,20200101053520,high,TRUE
ferc.gov,http://ferc.gov:80/industries/gas/enviro.asp,20080202192112,20160130185754,20200117153708,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/enviro/eis.asp,20080202192117,20160101222441,20200117154146,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/enviro/guidelines.asp,20080203091015,20160128102230,20200117161556,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/enviro/seminars.asp,20080203091020,20160218130500,20200117161600,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/enviro/tpc.asp,20080203090808,20160215114236,20200117154132,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/gen-info.asp,20080202192122,20160108115322,20200117161236,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/gen-info/fastr/index.asp,20080108171602,20160101215036,20200117153844,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/gen-info/rate-filings.asp,20080219105414,20160119142624,20200117154229,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/gen-info/rel-sites.asp,20080219105615,20160118103302,20200117154039,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/indus-act/angtp.asp,20080203091025,20160103135141,20200117154403,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/indus-act.asp,20080202192127,20160128102917,20200117154350,high,TRUE
ferc.gov,http://ferc.gov/industries/gas/indus-act/blank-cert.asp,20080203091030,20160103060908,20200117153923,deep,TRUE
ferc.gov,http://ferc.gov/industries/gas/indus-act/pipelines.asp,20080203090813,20160108114511,20200117153721,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/indus-act/storage.asp,20080202192134,20160103060914,20200117154444,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/gas/safety.asp,20080202192139,20160114092405,20200117153625,high,TRUE
ferc.gov,http://ferc.gov:80/industries/gas/safety/coord-agen.asp,20080916230033,20160114022416,20200117161244,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/annual-charges.asp,20080201120938,20160215114252,20200117161509,high,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower.asp,20080124033358,20160108114919,20200116135822,high,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/enviro.asp,20080201120943,20160315170806,20200117153819,high,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/enviro/eis.asp,20080303033559,20160209002300,20200117153908,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/enviro/tpc.asp,20080303182952,20160215114302,20200117161231,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/gen-info.asp,20080125071256,20160314141719,20200117161652,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/gen-info/comp-admin.asp,20080504004236,20160108114804,20200117161654,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/gen-info/guidelines.asp,20080504003901,20160315104503,20200117154156,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/gen-info/handbooks.asp,20080504004120,20160108115327,20200117161442,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/gen-info/licensing.asp,20080504003910,20160120153703,20200116140346,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/gen-info/regulation.asp,20080504004013,20160315172800,20200117161534,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/gen-info/wkshps.asp,20080303182959,20160315103709,20200117153728,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/indus-act.asp,20080201120948,20160315045102,20200117153701,high,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/indus-act/itf.asp,20080916033001,20160315180455,20200117154356,deep,TRUE
ferc.gov,http://ferc.gov:80/industries/hydropower/indus-act/order-2002.asp,20080916033029,20160215114308,20200117154010,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/safety.asp,20080201120953,20160121032703,20200117161309,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/safety/guidelines.asp,20080123124058,20160126090601,20200117161540,deep,TRUE
ferc.gov,http://ferc.gov/industries/hydropower/safety/initiatives.asp,20080130011204,20160315170822,20200117153938,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/hydropower/safety/projects.asp,20080201120836,20160215114313,20200117161238,deep,TRUE
ferc.gov,http://ferc.gov/industries/hydropower/safety/wkshps.asp,20080201120841,20160119142452,20200117153646,deep,TRUE
ferc.gov,http://www.ferc.gov:80/industries/industries.asp,20080301133032,20160114092410,20200117150837,high,TRUE
ferc.gov,http://ferc.gov/industries/oil/annual-charges.asp,20080105191939,20160103060919,20200117154309,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/oil.asp,20080205203226,20160108113713,20200117152825,high,TRUE
ferc.gov,http://www.ferc.gov:80/industries/oil/gen-info.asp,20080205203255,20160108115417,20200117161649,high,TRUE
ferc.gov,http://ferc.gov/industries/oil/gen-info/pipeline-index.asp,20080207194613,20160126154612,20200117161436,deep,TRUE
ferc.gov,http://www.ferc.gov:80/legal/admin-lit.asp,20080301133037,20160314105521,20200115133046,high,TRUE
ferc.gov,http://www.ferc.gov:80/legal/adr.asp,20080301133042,20160314110044,20200117150919,high,TRUE
ferc.gov,http://www.ferc.gov:80/legal/ceii-foia.asp,20080119203907,20160226151112,20200117151009,high,TRUE
ferc.gov,http://www.ferc.gov/legal/complaints.asp,20080301133047,20160214025128,20200117151840,high,TRUE
ferc.gov,http://www.ferc.gov:80/legal/court-cases.asp,20080218085236,20160205062234,20200117150549,high,TRUE
ferc.gov,http://ferc.gov:80/legal/fed-sta.asp,20080301133052,20160109195205,20200117151717,high,TRUE
ferc.gov,http://ferc.gov:80/legal/fed-sta/ene-pol-act.asp,20080105192830,20160118102701,20200117163754,high,TRUE
ferc.gov,http://www.ferc.gov:80/legal/legal.asp,20080301133057,20160314105615,20200117152206,high,TRUE
ferc.gov,http://www.ferc.gov/legal/maj-ord-reg.asp,20080301133102,20160108114531,20200117150514,high,TRUE
ferc.gov,http://www.ferc.gov:80/legal/maj-ord-reg/land-docs/order888.asp,20080303152218,20160118111415,20200117163801,deep,TRUE
ferc.gov,http://www.ferc.gov:80/legal/no-fear.asp,20080313151435,20160131072548,20200117150744,high,TRUE
ferc.gov,http://www.ferc.gov/legal/settlements.asp,20080301133112,20160215005329,20200117150522,high,TRUE
ferc.gov,http://www.ferc.gov/legal/staff-reports.asp,20080229004452,20160106063253,20200115133753,high,TRUE
ferc.gov,http://www.ferc.gov:80/privacy.asp,20080301133214,20160314102246,20200117145928,high,TRUE
ferc.gov,http://www.ferc.gov:80/sitemap.asp,20080301003340,20160119062400,20200117152527,high,TRUE
ferc.gov,http://www.ferc.gov:80/webmaster.asp,20080301133219,20160314104742,20200117150230,high,TRUE
ferc.gov,http://ferc.gov/xml/technical-conferences.xml,20080108124558,20160201003558,20200115134020,high,TRUE
ferc.gov,http://www.ferc.gov:80/xml/whats-new.xml,20080108113147,20160103135255,20200115134046,high,TRUE
fws.gov,http://www.fws.gov:80/endangered,20080106095553,20160101084603,20200101161105,high,TRUE
fws.gov,http://www.fws.gov:80/Endangered/permits/index.html,20080129141120,20160111084813,20200115225927,high,TRUE
fws.gov,http://www.fws.gov:80/home/climatechange/,20080119040109,20160105033742,20200112225422,high,TRUE
fws.gov,http://www.fws.gov:80/juniorduck/,20080110122402,20160110090235,20200121072302,high,TRUE
fws.gov,http://www.fws.gov:80/le/,20080113181127,20160109152358,20200101101438,high,TRUE
fws.gov,http://www.fws.gov:80/midwest/endangered/lists/extinct.html,20080202074144,20160115211907,20200812054153,deep,TRUE
fws.gov,http://www.fws.gov:80/refuges,20080112133415,20160105035754,20200101045803,high,TRUE
noaa.gov,http://www.glerl.noaa.gov:80/metdata/,20080126202856,20160119212721,20200831031655,high,FALSE
noaa.gov,http://www.glerl.noaa.gov:80/res/glcfs/,20080212213126,20160110221957,20200101152724,high,FALSE
hhs.gov,http://www.hhs.gov:80/opa/,20080202170042,20160127031159,20200101035333,high,TRUE
justice.gov,http://www.justice.gov:80/enrd,20080109021315,20160104150942,20200101204210,high,TRUE
noaa.gov,http://www7.ncdc.noaa.gov/CDO/CDODivisionalSelect.jsp,20080916151525,20160110133838,20200101090444,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/geomag/aromag.shtml,20080422041601,20160314041942,20200501052917,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/geomag/declination.shtml,20080327135813,20160111182221,20200111150813,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov/geomag/geomag.shtml,20080327062734,20160111001137,20200405151658,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/geomag/magfield.shtml,20080327215225,20160120165427,20200314015306,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/geomag/models.shtml,20080401150429,20160103071607,20200723202050,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/geomag/paleo.shtml,20080422041612,20160303182420,20200723202155,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/hazard/earthqk.shtml,20080420070028,20160124045915,20200306213450,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov/hazard/geotherm.shtml,20080509143905,20160113211906,20200125222022,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/hazard/hazards.shtml,20080305222358,20160116044354,20200114104050,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/hazard/tsu.shtml,20080327191715,20160114032548,20200213075939,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov/hazard/volcano.shtml,20080509193806,20160413054130,20200117141015,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov/hazard/wildfire.shtml,20080514052222,20160322102256,20200723205010,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/aboutmgg/oceanmapping.html,20080212153442,20160418232626,20200601202025,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/bathymetry/hydro.html,20080212043351,20160103072108,20200222135043,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/bathymetry/maps/nos_intro.html,20080208192429,20160116104428,20200321032242,deep,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/bathymetry/multibeam.html,20080212053340,20160119202944,20200409164951,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/bathymetry/relief.html,20080208211443,20160123202344,20200405151255,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/coastal/coastal.html,20080208211449,20160110221505,20200601202047,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/fliers/92mgg04.html,20080109023250,20160322182303,20200409185148,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/geodas/geodas.html,20080206092639,20160123184631,20200117135507,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/global/global.html,20080209055717,20160108231858,20200103193151,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/gravity/gravity.html,20080310182127,20160110221510,20200723202416,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/greatlakes/greatlakes.html,20080212180856,20160119211641,20200116114228,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/mgg/mggd.html,20080207152143,20160121012925,20200313000120,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/ngdcinfo/cors.html,20080103041236,20160423042755,20200723202522,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/ngdcinfo/onlineaccess.html,20080131154132,20160111181843,20200225173315,high,TRUE
noaa.gov,http://www.ngdc.noaa.gov:80/stp/IONO/ionohome.html,20080118063014,20160306194931,20200521195124,high,TRUE
nih.gov,http://www.niehs.nih.gov/about/,20080820071654,20160403010136,20200101042349,high,TRUE
nih.gov,http://www.niehs.nih.gov/about/community/index.cfm,20080511204346,20160104180438,20200101042342,high,TRUE
nih.gov,http://www.niehs.nih.gov/about/od/index.cfm,20080509145559,20160104180424,20200101042506,high,TRUE
nih.gov,http://www.niehs.nih.gov/careers/hazmat/index.cfm,20080511203519,20160104180336,20200101042454,high,TRUE
nih.gov,http://www.niehs.nih.gov/careers/research/index.cfm,20080509070820,20160104180326,20200101042325,high,TRUE
nih.gov,http://www.niehs.nih.gov/funding/acquisitions/index.cfm,20080515202940,20160104180307,20200101042243,high,TRUE
nih.gov,http://www.niehs.nih.gov/funding/grants/instructions/index.cfm,20080509071446,20161216063733,20200101043252,deep,TRUE
nih.gov,http://www.niehs.nih.gov/funding/index.cfm,20080509142642,20160104180256,20200101042726,high,TRUE
nih.gov,http://www.niehs.nih.gov/health/scied/students/index.cfm,20080509082305,20160104180749,20200108194048,deep,TRUE
